icd10_id,icd10_lbl,mondo/hbo
G718,Other primary disorders of muscles,"['http://purl.obolibrary.org/obo/MONDO_0011362', 'http://purl.obolibrary.org/obo/MONDO_0016829', 'http://purl.obolibrary.org/obo/MONDO_0009706', 'http://purl.obolibrary.org/obo/MONDO_0011603', 'http://purl.obolibrary.org/obo/MONDO_0010684', 'http://purl.obolibrary.org/obo/MONDO_0018943', 'http://purl.obolibrary.org/obo/HP_0003715', 'http://purl.obolibrary.org/obo/HP_0012473', 'http://purl.obolibrary.org/obo/MONDO_0017574', 'http://purl.obolibrary.org/obo/MONDO_0005181', 'http://purl.obolibrary.org/obo/HP_0000590', 'http://purl.obolibrary.org/obo/MONDO_0012215', 'http://purl.obolibrary.org/obo/MONDO_0000507', 'http://purl.obolibrary.org/obo/MONDO_0012215', 'http://purl.obolibrary.org/obo/MONDO_0009714', 'http://purl.obolibrary.org/obo/MONDO_0014546', 'http://purl.obolibrary.org/obo/MONDO_0019195', 'http://purl.obolibrary.org/obo/MONDO_0010977']"
G719,"Primary disorder of muscle, unspecified","['http://purl.obolibrary.org/obo/MONDO_0011362', 'http://purl.obolibrary.org/obo/MONDO_0010684', 'http://purl.obolibrary.org/obo/MONDO_0020123']"
G901,Familial dysautonomia [Riley-Day],['http://purl.obolibrary.org/obo/MONDO_0009131']
K409,"Unilateral inguinal hernia, without obstruction or gangrene","['http://purl.obolibrary.org/obo/MONDO_0004920', 'http://purl.obolibrary.org/obo/HP_0100673', 'http://purl.obolibrary.org/obo/MONDO_0000746', 'http://purl.obolibrary.org/obo/HP_0000023']"
K4090,"Unilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent","['http://purl.obolibrary.org/obo/MONDO_0009507', 'http://purl.obolibrary.org/obo/MONDO_0000746', 'http://purl.obolibrary.org/obo/HP_0000023']"
K419,"Unilateral femoral hernia, without obstruction or gangrene",['http://purl.obolibrary.org/obo/HP_0100541']
K4190,"Unilateral femoral hernia, without obstruction or gangrene, not specified as recurrent",['http://purl.obolibrary.org/obo/HP_0100541']
L059,Pilonidal cyst and sinus without abscess,"['http://purl.obolibrary.org/obo/MONDO_0002260', 'http://purl.obolibrary.org/obo/MONDO_0008249', 'http://purl.obolibrary.org/obo/HP_0010770', 'http://purl.obolibrary.org/obo/HP_0000960', 'http://purl.obolibrary.org/obo/MONDO_0006559', 'http://purl.obolibrary.org/obo/HP_0040154', 'http://purl.obolibrary.org/obo/HP_0000960']"
L0591,Pilonidal cyst without abscess,"['http://purl.obolibrary.org/obo/HP_0010781', 'http://purl.obolibrary.org/obo/HP_0000960', 'http://purl.obolibrary.org/obo/HP_0000960', 'http://purl.obolibrary.org/obo/MONDO_0008249', 'http://purl.obolibrary.org/obo/HP_0010770']"
L0592,Pilonidal sinus without abscess,"['http://purl.obolibrary.org/obo/MONDO_0002260', 'http://purl.obolibrary.org/obo/MONDO_0006559', 'http://purl.obolibrary.org/obo/HP_0040154']"
L813,CafÃƒÂ© au lait spots,"['http://purl.obolibrary.org/obo/HP_0000957', 'http://purl.obolibrary.org/obo/MONDO_0018975', 'http://purl.obolibrary.org/obo/MONDO_0019906', 'http://purl.obolibrary.org/obo/MONDO_0008672']"
L814,Other melanin hyperpigmentation,"['http://purl.obolibrary.org/obo/MONDO_0013688', 'http://purl.obolibrary.org/obo/MONDO_0009742', 'http://purl.obolibrary.org/obo/MONDO_0022071', 'http://purl.obolibrary.org/obo/MONDO_0021582', 'http://purl.obolibrary.org/obo/HP_0010284', 'http://purl.obolibrary.org/obo/MONDO_0004204', 'http://purl.obolibrary.org/obo/MONDO_0018311', 'http://purl.obolibrary.org/obo/MONDO_0017675', 'http://purl.obolibrary.org/obo/MONDO_0007358', 'http://purl.obolibrary.org/obo/MONDO_0007769', 'http://purl.obolibrary.org/obo/HP_0007406', 'http://purl.obolibrary.org/obo/HP_0010798', 'http://purl.obolibrary.org/obo/MONDO_0013648', 'http://purl.obolibrary.org/obo/MONDO_0007893', 'http://purl.obolibrary.org/obo/MONDO_0005191', 'http://purl.obolibrary.org/obo/HP_0008070', 'http://purl.obolibrary.org/obo/HP_0001003', 'http://purl.obolibrary.org/obo/MONDO_0021036', 'http://purl.obolibrary.org/obo/MONDO_0007891']"
L819,"Disorder of pigmentation, unspecified","['http://purl.obolibrary.org/obo/MONDO_0019289', 'http://purl.obolibrary.org/obo/HP_0000953', 'http://purl.obolibrary.org/obo/MONDO_0011020', 'http://purl.obolibrary.org/obo/MONDO_0000736', 'http://purl.obolibrary.org/obo/MONDO_0007483', 'http://purl.obolibrary.org/obo/MONDO_0006600', 'http://purl.obolibrary.org/obo/HP_0006682', 'http://purl.obolibrary.org/obo/HP_0001010', 'http://purl.obolibrary.org/obo/HP_0001050']"
M2601,Maxillary hyperplasia,['http://purl.obolibrary.org/obo/HP_0430028']
M2602,Maxillary hypoplasia,"['http://purl.obolibrary.org/obo/HP_0002857', 'http://purl.obolibrary.org/obo/HP_0000706', 'http://purl.obolibrary.org/obo/MONDO_0010104']"
M2604,Mandibular hypoplasia,"['http://purl.obolibrary.org/obo/HP_0000347', 'http://purl.obolibrary.org/obo/HP_0007628', 'http://purl.obolibrary.org/obo/MONDO_0009557']"
M2609,Other specified anomalies of jaw size,"['http://purl.obolibrary.org/obo/HP_0000347', 'http://purl.obolibrary.org/obo/HP_0002557', 'http://purl.obolibrary.org/obo/MONDO_0009022', 'http://purl.obolibrary.org/obo/HP_0001274', 'http://purl.obolibrary.org/obo/HP_0009939', 'http://purl.obolibrary.org/obo/MONDO_0016931', 'http://purl.obolibrary.org/obo/HP_0002983', 'http://purl.obolibrary.org/obo/MONDO_0010333', 'http://purl.obolibrary.org/obo/MONDO_0009525', 'http://purl.obolibrary.org/obo/MONDO_0007301', 'http://purl.obolibrary.org/obo/HP_0007627', 'http://purl.obolibrary.org/obo/HP_0011094', 'http://purl.obolibrary.org/obo/MONDO_0008460', 'http://purl.obolibrary.org/obo/HP_0003187', 'http://purl.obolibrary.org/obo/HP_0000465']"
M2619,Other specified anomalies of jaw-cranial base relationship,"['http://purl.obolibrary.org/obo/MONDO_0011045', 'http://purl.obolibrary.org/obo/HP_0010807', 'http://purl.obolibrary.org/obo/HP_0000678', 'http://purl.obolibrary.org/obo/HP_0000303']"
P293,Persistent fetal circulation,"['http://purl.obolibrary.org/obo/MONDO_0009934', 'http://purl.obolibrary.org/obo/HP_0011726', 'http://purl.obolibrary.org/obo/MONDO_0022430', 'http://purl.obolibrary.org/obo/HP_0011726', 'http://purl.obolibrary.org/obo/MONDO_0022430', 'http://purl.obolibrary.org/obo/HP_0011726', 'http://purl.obolibrary.org/obo/MONDO_0011827', 'http://purl.obolibrary.org/obo/HP_0001643', 'http://purl.obolibrary.org/obo/MONDO_0017157']"
P2930,Pulmonary hypertension of newborn,"['http://purl.obolibrary.org/obo/MONDO_0009934', 'http://purl.obolibrary.org/obo/HP_0011726', 'http://purl.obolibrary.org/obo/MONDO_0015924', 'http://purl.obolibrary.org/obo/HP_0002092', 'http://purl.obolibrary.org/obo/MONDO_0024327', 'http://purl.obolibrary.org/obo/MONDO_0005149', 'http://purl.obolibrary.org/obo/HP_0002092']"
P2938,Other persistent fetal circulation,"['http://purl.obolibrary.org/obo/MONDO_0022430', 'http://purl.obolibrary.org/obo/HP_0011726', 'http://purl.obolibrary.org/obo/MONDO_0022430', 'http://purl.obolibrary.org/obo/HP_0011726']"
P350,Congenital rubella syndrome,"['http://purl.obolibrary.org/obo/MONDO_0017361', 'http://purl.obolibrary.org/obo/MONDO_0020648', 'http://purl.obolibrary.org/obo/MONDO_0002552']"
P351,Congenital cytomegalovirus infection,"['http://purl.obolibrary.org/obo/MONDO_0042971', 'http://purl.obolibrary.org/obo/MONDO_0017409']"
P352,Congenital herpesviral [herpes simplex] infection,"['http://purl.obolibrary.org/obo/MONDO_0017381', 'http://purl.obolibrary.org/obo/MONDO_0019094', 'http://purl.obolibrary.org/obo/MONDO_0042971']"
P353,Congenital viral hepatitis,['http://purl.obolibrary.org/obo/MONDO_0005790']
P354,Congenital Zika virus disease,['http://purl.obolibrary.org/obo/MONDO_0018661']
P358,Other congenital viral diseases,"['http://purl.obolibrary.org/obo/MONDO_0005700', 'http://purl.obolibrary.org/obo/MONDO_0025371', 'http://purl.obolibrary.org/obo/MONDO_0019094', 'http://purl.obolibrary.org/obo/MONDO_0042971', 'http://purl.obolibrary.org/obo/MONDO_0017375', 'http://purl.obolibrary.org/obo/MONDO_0005740', 'http://purl.obolibrary.org/obo/MONDO_0018661', 'http://purl.obolibrary.org/obo/MONDO_0017453', 'http://purl.obolibrary.org/obo/MONDO_0017372']"
P359,"Congenital viral disease, unspecified","['http://purl.obolibrary.org/obo/HP_0001875', 'http://purl.obolibrary.org/obo/MONDO_0001241']"
P371,Congenital toxoplasmosis,"['http://purl.obolibrary.org/obo/MONDO_0016349', 'http://purl.obolibrary.org/obo/MONDO_0005715']"
P95,Stillbirth,"['http://purl.obolibrary.org/obo/HP_0003826', 'http://purl.obolibrary.org/obo/HP_0003826']"
P961,Neonatal withdrawal symptoms from maternal use of drugs of addiction,['http://purl.obolibrary.org/obo/MONDO_0005566']
Q000,Anencephaly,"['http://purl.obolibrary.org/obo/MONDO_0022357', 'http://purl.obolibrary.org/obo/MONDO_0019795', 'http://purl.obolibrary.org/obo/HP_0030716', 'http://purl.obolibrary.org/obo/MONDO_0017503', 'http://purl.obolibrary.org/obo/MONDO_0008791', 'http://purl.obolibrary.org/obo/HP_0002323']"
Q001,Craniorachischisis,"['http://purl.obolibrary.org/obo/MONDO_0018969', 'http://purl.obolibrary.org/obo/HP_0030770']"
Q002,Iniencephaly,"['http://purl.obolibrary.org/obo/MONDO_0017060', 'http://purl.obolibrary.org/obo/MONDO_0017061', 'http://purl.obolibrary.org/obo/MONDO_0018968', 'http://purl.obolibrary.org/obo/MONDO_0018969', 'http://purl.obolibrary.org/obo/HP_0030770']"
Q010,Frontal encephalocele,"['http://purl.obolibrary.org/obo/MONDO_0016020', 'http://purl.obolibrary.org/obo/HP_0007330']"
Q011,Nasofrontal encephalocele,"['http://purl.obolibrary.org/obo/MONDO_0015394', 'http://purl.obolibrary.org/obo/MONDO_0015414', 'http://purl.obolibrary.org/obo/HP_0011803', 'http://purl.obolibrary.org/obo/HP_0011818']"
Q012,Occipital encephalocele,"['http://purl.obolibrary.org/obo/MONDO_0000115', 'http://purl.obolibrary.org/obo/HP_0002308', 'http://purl.obolibrary.org/obo/MONDO_0800167', 'http://purl.obolibrary.org/obo/HP_0002436', 'http://purl.obolibrary.org/obo/MONDO_0017080', 'http://purl.obolibrary.org/obo/HP_0002085', 'http://purl.obolibrary.org/obo/MONDO_0022715']"
Q018,Encephalocele of other sites,"['http://purl.obolibrary.org/obo/HP_0007115', 'http://purl.obolibrary.org/obo/MONDO_0017079', 'http://purl.obolibrary.org/obo/HP_0006888', 'http://purl.obolibrary.org/obo/MONDO_0017081', 'http://purl.obolibrary.org/obo/HP_0011816']"
Q019,"Encephalocele, unspecified","['http://purl.obolibrary.org/obo/MONDO_0017079', 'http://purl.obolibrary.org/obo/HP_0006888', 'http://purl.obolibrary.org/obo/HP_0011815', 'http://purl.obolibrary.org/obo/MONDO_0017078', 'http://purl.obolibrary.org/obo/HP_0011815']"
Q02,Microcephaly,"['http://purl.obolibrary.org/obo/MONDO_0008750', 'http://purl.obolibrary.org/obo/MONDO_0009623', 'http://purl.obolibrary.org/obo/MONDO_0011731', 'http://purl.obolibrary.org/obo/HP_0012024', 'http://purl.obolibrary.org/obo/MONDO_0012516', 'http://purl.obolibrary.org/obo/MONDO_0009620', 'http://purl.obolibrary.org/obo/MONDO_0009341', 'http://purl.obolibrary.org/obo/HP_0000400', 'http://purl.obolibrary.org/obo/HP_0002305', 'http://purl.obolibrary.org/obo/HP_0000248', 'http://purl.obolibrary.org/obo/MONDO_0013332', 'http://purl.obolibrary.org/obo/MONDO_0016760', 'http://purl.obolibrary.org/obo/MONDO_0014043', 'http://purl.obolibrary.org/obo/MONDO_0008115', 'http://purl.obolibrary.org/obo/MONDO_0016344', 'http://purl.obolibrary.org/obo/HP_0002324', 'http://purl.obolibrary.org/obo/MONDO_0010661', 'http://purl.obolibrary.org/obo/MONDO_0009616', 'http://purl.obolibrary.org/obo/MONDO_0001149', 'http://purl.obolibrary.org/obo/MONDO_0002350', 'http://purl.obolibrary.org/obo/HP_0008677', 'http://purl.obolibrary.org/obo/MONDO_0001076', 'http://purl.obolibrary.org/obo/MONDO_0009022', 'http://purl.obolibrary.org/obo/HP_0001274', 'http://purl.obolibrary.org/obo/MONDO_0044765', 'http://purl.obolibrary.org/obo/HP_0012588', 'http://purl.obolibrary.org/obo/MONDO_0001385', 'http://purl.obolibrary.org/obo/HP_0100704', 'http://purl.obolibrary.org/obo/MONDO_0014096', 'http://purl.obolibrary.org/obo/MONDO_0016660', 'http://purl.obolibrary.org/obo/MONDO_0009621', 'http://purl.obolibrary.org/obo/MONDO_0017985', 'http://purl.obolibrary.org/obo/HP_0002974', 'http://purl.obolibrary.org/obo/HP_0006682', 'http://purl.obolibrary.org/obo/MONDO_0016750', 'http://purl.obolibrary.org/obo/MONDO_0011045', 'http://purl.obolibrary.org/obo/MONDO_0010258', 'http://purl.obolibrary.org/obo/HP_0010864', 'http://purl.obolibrary.org/obo/MONDO_0000087', 'http://purl.obolibrary.org/obo/HP_0002126', 'http://purl.obolibrary.org/obo/MONDO_0004736', 'http://purl.obolibrary.org/obo/HP_0008453', 'http://purl.obolibrary.org/obo/MONDO_0009626', 'http://purl.obolibrary.org/obo/HP_0000482', 'http://purl.obolibrary.org/obo/MONDO_0016391', 'http://purl.obolibrary.org/obo/MONDO_0016215', 'http://purl.obolibrary.org/obo/HP_0002510', 'http://purl.obolibrary.org/obo/HP_0002571', 'http://purl.obolibrary.org/obo/MONDO_0009627', 'http://purl.obolibrary.org/obo/HP_0010636', 'http://purl.obolibrary.org/obo/MONDO_0009630', 'http://purl.obolibrary.org/obo/MONDO_0018091', 'http://purl.obolibrary.org/obo/MONDO_0100164', 'http://purl.obolibrary.org/obo/MONDO_0016994', 'http://purl.obolibrary.org/obo/MONDO_0011795', 'http://purl.obolibrary.org/obo/MONDO_0011790', 'http://purl.obolibrary.org/obo/MONDO_0022697', 'http://purl.obolibrary.org/obo/HP_0011445', 'http://purl.obolibrary.org/obo/MONDO_0008402', 'http://purl.obolibrary.org/obo/HP_0002751', 'http://purl.obolibrary.org/obo/MONDO_0022697', 'http://purl.obolibrary.org/obo/HP_0011445', 'http://purl.obolibrary.org/obo/MONDO_0013659', 'http://purl.obolibrary.org/obo/MONDO_0016648', 'http://purl.obolibrary.org/obo/HP_0002654', 'http://purl.obolibrary.org/obo/MONDO_0012650', 'http://purl.obolibrary.org/obo/MONDO_0008879', 'http://purl.obolibrary.org/obo/MONDO_0011050', 'http://purl.obolibrary.org/obo/MONDO_0013053', 'http://purl.obolibrary.org/obo/MONDO_0012280', 'http://purl.obolibrary.org/obo/MONDO_0015660', 'http://purl.obolibrary.org/obo/MONDO_0008743', 'http://purl.obolibrary.org/obo/HP_0001256', 'http://purl.obolibrary.org/obo/MONDO_0008699', 'http://purl.obolibrary.org/obo/MONDO_0045008', 'http://purl.obolibrary.org/obo/MONDO_0045017', 'http://purl.obolibrary.org/obo/HP_0001798', 'http://purl.obolibrary.org/obo/HP_0003468', 'http://purl.obolibrary.org/obo/MONDO_0007991', 'http://purl.obolibrary.org/obo/MONDO_0013118', 'http://purl.obolibrary.org/obo/MONDO_0012508', 'http://purl.obolibrary.org/obo/MONDO_0009618', 'http://purl.obolibrary.org/obo/MONDO_0009191']"
Q031,Atresia of foramina of Magendie and Luschka,"['http://purl.obolibrary.org/obo/MONDO_0020134', 'http://purl.obolibrary.org/obo/MONDO_0009072', 'http://purl.obolibrary.org/obo/HP_0001305', 'http://purl.obolibrary.org/obo/MONDO_0007401', 'http://purl.obolibrary.org/obo/MONDO_0018894', 'http://purl.obolibrary.org/obo/MONDO_0009075', 'http://purl.obolibrary.org/obo/MONDO_0010574', 'http://purl.obolibrary.org/obo/HP_0011003', 'http://purl.obolibrary.org/obo/MONDO_0016349']"
Q039,"Congenital hydrocephalus, unspecified","['http://purl.obolibrary.org/obo/HP_0012743', 'http://purl.obolibrary.org/obo/MONDO_0010972', 'http://purl.obolibrary.org/obo/MONDO_0016346', 'http://purl.obolibrary.org/obo/MONDO_0007401', 'http://purl.obolibrary.org/obo/MONDO_0019375', 'http://purl.obolibrary.org/obo/MONDO_0016608', 'http://purl.obolibrary.org/obo/HP_0002089', 'http://purl.obolibrary.org/obo/MONDO_0009169', 'http://purl.obolibrary.org/obo/HP_0001706', 'http://purl.obolibrary.org/obo/MONDO_0008857', 'http://purl.obolibrary.org/obo/MONDO_0020773', 'http://purl.obolibrary.org/obo/MONDO_0001896', 'http://purl.obolibrary.org/obo/HP_0010953', 'http://purl.obolibrary.org/obo/MONDO_0009072', 'http://purl.obolibrary.org/obo/HP_0001305', 'http://purl.obolibrary.org/obo/HP_0002079', 'http://purl.obolibrary.org/obo/MONDO_0009363', 'http://purl.obolibrary.org/obo/MONDO_0010559', 'http://purl.obolibrary.org/obo/MONDO_0000087', 'http://purl.obolibrary.org/obo/HP_0002126', 'http://purl.obolibrary.org/obo/MONDO_0008482', 'http://purl.obolibrary.org/obo/HP_0000912', 'http://purl.obolibrary.org/obo/MONDO_0001150', 'http://purl.obolibrary.org/obo/HP_0000238', 'http://purl.obolibrary.org/obo/HP_0000592', 'http://purl.obolibrary.org/obo/MONDO_0017117', 'http://purl.obolibrary.org/obo/MONDO_0016349', 'http://purl.obolibrary.org/obo/MONDO_0010611', 'http://purl.obolibrary.org/obo/MONDO_0009362', 'http://purl.obolibrary.org/obo/MONDO_0008094', 'http://purl.obolibrary.org/obo/HP_0001052', 'http://purl.obolibrary.org/obo/MONDO_0010901']"
Q040,Congenital malformations of corpus callosum,"['http://purl.obolibrary.org/obo/HP_0002079', 'http://purl.obolibrary.org/obo/MONDO_0010268', 'http://purl.obolibrary.org/obo/MONDO_0009022', 'http://purl.obolibrary.org/obo/HP_0001274', 'http://purl.obolibrary.org/obo/HP_0007371', 'http://purl.obolibrary.org/obo/HP_0000347', 'http://purl.obolibrary.org/obo/HP_0001338', 'http://purl.obolibrary.org/obo/MONDO_0009033', 'http://purl.obolibrary.org/obo/MONDO_0010559', 'http://purl.obolibrary.org/obo/HP_0002273', 'http://purl.obolibrary.org/obo/MONDO_0000902', 'http://purl.obolibrary.org/obo/HP_0001285', 'http://purl.obolibrary.org/obo/MONDO_0010224', 'http://purl.obolibrary.org/obo/MONDO_0015458', 'http://purl.obolibrary.org/obo/MONDO_0010866', 'http://purl.obolibrary.org/obo/MONDO_0008708', 'http://purl.obolibrary.org/obo/MONDO_0010333', 'http://purl.obolibrary.org/obo/MONDO_0010568', 'http://purl.obolibrary.org/obo/MONDO_0000087', 'http://purl.obolibrary.org/obo/HP_0002126']"
Q041,Arhinencephaly,"['http://purl.obolibrary.org/obo/MONDO_0010528', 'http://purl.obolibrary.org/obo/HP_0000458', 'http://purl.obolibrary.org/obo/MONDO_0007137']"
Q042,Holoprosencephaly,"['http://purl.obolibrary.org/obo/MONDO_0011059', 'http://purl.obolibrary.org/obo/MONDO_0016296', 'http://purl.obolibrary.org/obo/HP_0001360', 'http://purl.obolibrary.org/obo/HP_0002507', 'http://purl.obolibrary.org/obo/MONDO_0010610', 'http://purl.obolibrary.org/obo/MONDO_0009921', 'http://purl.obolibrary.org/obo/MONDO_0019756', 'http://purl.obolibrary.org/obo/HP_0006870', 'http://purl.obolibrary.org/obo/MONDO_0019757', 'http://purl.obolibrary.org/obo/HP_0006988', 'http://purl.obolibrary.org/obo/HP_0000347', 'http://purl.obolibrary.org/obo/MONDO_0014196']"
Q043,Other reduction deformities of brain,"['http://purl.obolibrary.org/obo/MONDO_0000087', 'http://purl.obolibrary.org/obo/HP_0002126', 'http://purl.obolibrary.org/obo/MONDO_0019375', 'http://purl.obolibrary.org/obo/MONDO_0019449', 'http://purl.obolibrary.org/obo/HP_0010636', 'http://purl.obolibrary.org/obo/MONDO_0009166', 'http://purl.obolibrary.org/obo/MONDO_0015205', 'http://purl.obolibrary.org/obo/HP_0002335', 'http://purl.obolibrary.org/obo/MONDO_0013993', 'http://purl.obolibrary.org/obo/MONDO_0010337', 'http://purl.obolibrary.org/obo/MONDO_0012438', 'http://purl.obolibrary.org/obo/MONDO_0011099', 'http://purl.obolibrary.org/obo/MONDO_0015037', 'http://purl.obolibrary.org/obo/MONDO_0011948', 'http://purl.obolibrary.org/obo/MONDO_0018342', 'http://purl.obolibrary.org/obo/MONDO_0016344', 'http://purl.obolibrary.org/obo/HP_0002324', 'http://purl.obolibrary.org/obo/MONDO_0012308', 'http://purl.obolibrary.org/obo/MONDO_0018772', 'http://purl.obolibrary.org/obo/HP_0002335', 'http://purl.obolibrary.org/obo/HP_0001302', 'http://purl.obolibrary.org/obo/HP_0000609', 'http://purl.obolibrary.org/obo/HP_0001338', 'http://purl.obolibrary.org/obo/MONDO_0009022', 'http://purl.obolibrary.org/obo/HP_0001274', 'http://purl.obolibrary.org/obo/MONDO_0012290', 'http://purl.obolibrary.org/obo/MONDO_0022349', 'http://purl.obolibrary.org/obo/HP_0001331', 'http://purl.obolibrary.org/obo/MONDO_0015035', 'http://purl.obolibrary.org/obo/MONDO_0017094', 'http://purl.obolibrary.org/obo/HP_0002539', 'http://purl.obolibrary.org/obo/HP_0002983', 'http://purl.obolibrary.org/obo/MONDO_0013990', 'http://purl.obolibrary.org/obo/MONDO_0010268', 'http://purl.obolibrary.org/obo/MONDO_0010314', 'http://purl.obolibrary.org/obo/MONDO_0016053', 'http://purl.obolibrary.org/obo/HP_0007268', 'http://purl.obolibrary.org/obo/HP_0006818', 'http://purl.obolibrary.org/obo/MONDO_0100349', 'http://purl.obolibrary.org/obo/MONDO_0016608', 'http://purl.obolibrary.org/obo/MONDO_0016391', 'http://purl.obolibrary.org/obo/MONDO_0017092', 'http://purl.obolibrary.org/obo/HP_0006927', 'http://purl.obolibrary.org/obo/MONDO_0100164', 'http://purl.obolibrary.org/obo/MONDO_0018946', 'http://purl.obolibrary.org/obo/MONDO_0018939', 'http://purl.obolibrary.org/obo/MONDO_0010239', 'http://purl.obolibrary.org/obo/MONDO_0009532', 'http://purl.obolibrary.org/obo/MONDO_0011004', 'http://purl.obolibrary.org/obo/MONDO_0017112', 'http://purl.obolibrary.org/obo/MONDO_0015039', 'http://purl.obolibrary.org/obo/MONDO_0018840', 'http://purl.obolibrary.org/obo/HP_0002612', 'http://purl.obolibrary.org/obo/MONDO_0009480', 'http://purl.obolibrary.org/obo/MONDO_0018770', 'http://purl.obolibrary.org/obo/MONDO_0009042', 'http://purl.obolibrary.org/obo/MONDO_0008939', 'http://purl.obolibrary.org/obo/HP_0001321', 'http://purl.obolibrary.org/obo/MONDO_0017091', 'http://purl.obolibrary.org/obo/MONDO_0018869', 'http://purl.obolibrary.org/obo/HP_0007260', 'http://purl.obolibrary.org/obo/MONDO_0010840', 'http://purl.obolibrary.org/obo/MONDO_0012683', 'http://purl.obolibrary.org/obo/MONDO_0015375', 'http://purl.obolibrary.org/obo/MONDO_0018838', 'http://purl.obolibrary.org/obo/HP_0001339', 'http://purl.obolibrary.org/obo/MONDO_0008795', 'http://purl.obolibrary.org/obo/MONDO_0016396', 'http://purl.obolibrary.org/obo/HP_0030283', 'http://purl.obolibrary.org/obo/MONDO_0010176', 'http://purl.obolibrary.org/obo/MONDO_0015036', 'http://purl.obolibrary.org/obo/MONDO_0016364', 'http://purl.obolibrary.org/obo/HP_0008659', 'http://purl.obolibrary.org/obo/HP_0007371', 'http://purl.obolibrary.org/obo/MONDO_0008811', 'http://purl.obolibrary.org/obo/MONDO_0016759', 'http://purl.obolibrary.org/obo/MONDO_0020135', 'http://purl.obolibrary.org/obo/HP_0000776', 'http://purl.obolibrary.org/obo/MONDO_0011036', 'http://purl.obolibrary.org/obo/MONDO_0010568', 'http://purl.obolibrary.org/obo/MONDO_0019691', 'http://purl.obolibrary.org/obo/MONDO_0017579', 'http://purl.obolibrary.org/obo/MONDO_0009760', 'http://purl.obolibrary.org/obo/MONDO_0009627', 'http://purl.obolibrary.org/obo/MONDO_0019450', 'http://purl.obolibrary.org/obo/MONDO_0008813', 'http://purl.obolibrary.org/obo/HP_0100702']"
