icd10_id,icd10_lbl,mondo_id,mondo_lbl,mondo_score,hb_id,hb_lbl,hp_score
Q010,Frontal encephalocele,http://purl.obolibrary.org/obo/MONDO_0015394,nasal encephalocele,1,http://purl.obolibrary.org/obo/HP_0007330,Frontal encephalocele,0
Q011,Nasofrontal encephalocele,http://purl.obolibrary.org/obo/MONDO_0015394,nasal encephalocele,1,http://purl.obolibrary.org/obo/HP_0011818,Nasofrontal encephalocele,0
Q012,Occipital encephalocele,http://purl.obolibrary.org/obo/MONDO_0015394,nasal encephalocele,1,http://purl.obolibrary.org/obo/HP_0002085,Occipital encephalocele,0
Q018,Encephalocele of other sites,http://purl.obolibrary.org/obo/CL_0000188,cell of skeletal muscle,3,http://purl.obolibrary.org/obo/HP_0000002,Abnormality of body height,3
Q019,"Encephalocele, unspecified",http://purl.obolibrary.org/obo/MONDO_0003472,"pediculosis, unspecified",1,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q02,Microcephaly,http://purl.obolibrary.org/obo/HP_0000252,Microcephaly,0,http://purl.obolibrary.org/obo/HP_0000252,Microcephaly,0
Q03,Congenital hydrocephalus,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000238,Nonsyndromal hydrocephalus,1
Q030,Malformations of aqueduct of Sylvius,http://purl.obolibrary.org/obo/CL_0011022,fibroblast of skin of back,3,http://purl.obolibrary.org/obo/HP_0002410,Narrowing of aqueduct of Sylvius,1
Q031,Atresia of foramina of Magendie and Luschka,http://purl.obolibrary.org/obo/MONDO_0009072,atresia of foramina of Magendie and Luschka,1,http://purl.obolibrary.org/obo/HP_6000628,Scalloping of surface of liver and spleen,4
Q038,Other congenital hydrocephalus,http://purl.obolibrary.org/obo/MONDO_0009360,CCDC88C congenital hydrocephalus,1,http://purl.obolibrary.org/obo/HP_0000238,Nonsyndromal hydrocephalus,2
Q039,"Congenital hydrocephalus, unspecified",http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,2
Q04,Other congenital malformations of brain,http://purl.obolibrary.org/obo/MONDO_0000839,congenital anomalies of fetus,3,http://purl.obolibrary.org/obo/HP_0002181,Swelling of brain,3
Q040,Congenital malformations of corpus callosum,http://purl.obolibrary.org/obo/HP_0001274,Agenesis of corpus callosum,2,http://purl.obolibrary.org/obo/HP_0001274,Agenesis of corpus callosum,2
Q041,Arhinencephaly,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0002139,Arhinencephaly,0
Q042,Holoprosencephaly,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0001360,Holoprosencephaly,0
Q043,Other reduction deformities of brain,http://purl.obolibrary.org/obo/MONDO_0001657,cancer of brain,3,http://purl.obolibrary.org/obo/HP_0002181,Swelling of brain,3
Q044,Septo-optic dysplasia of brain,http://purl.obolibrary.org/obo/MONDO_0000158,dysplasia of acetabulum,2,http://purl.obolibrary.org/obo/HP_0002181,Swelling of brain,2
Q045,Megalencephaly,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0001355,Megalencephaly,0
Q046,Congenital cerebral cysts,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0000107,Renal cysts,2
Q048,Other specified congenital malformations of brain,http://purl.obolibrary.org/obo/MONDO_0000839,congenital anomalies of fetus,4,http://purl.obolibrary.org/obo/HP_0002181,Swelling of brain,4
Q049,"Congenital malformation of brain, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0000377,Minor malformation of the auricles,3
Q05,Spina bifida,http://purl.obolibrary.org/obo/HP_0002414,Spina bifida,0,http://purl.obolibrary.org/obo/HP_0002414,Spina bifida,0
Q050,Cervical spina bifida with hydrocephalus,http://purl.obolibrary.org/obo/MONDO_0000859,spina bifida occulta,3,http://purl.obolibrary.org/obo/HP_0005857,Cervical spina bifida,2
Q051,Thoracic spina bifida with hydrocephalus,http://purl.obolibrary.org/obo/MONDO_0000859,spina bifida occulta,3,http://purl.obolibrary.org/obo/HP_0005857,Cervical spina bifida,3
Q052,Lumbar spina bifida with hydrocephalus,http://purl.obolibrary.org/obo/MONDO_0000859,spina bifida occulta,3,http://purl.obolibrary.org/obo/HP_0005857,Cervical spina bifida,3
Q053,Sacral spina bifida with hydrocephalus,http://purl.obolibrary.org/obo/MONDO_0000859,spina bifida occulta,3,http://purl.obolibrary.org/obo/HP_0005857,Cervical spina bifida,3
Q054,Unspecified spina bifida with hydrocephalus,http://purl.obolibrary.org/obo/MONDO_0000859,spina bifida occulta,3,http://purl.obolibrary.org/obo/HP_0005857,Cervical spina bifida,3
Q055,Cervical spina bifida without hydrocephalus,http://purl.obolibrary.org/obo/MONDO_0000859,spina bifida occulta,3,http://purl.obolibrary.org/obo/HP_0005857,Cervical spina bifida,2
Q056,Thoracic spina bifida without hydrocephalus,http://purl.obolibrary.org/obo/MONDO_0000859,spina bifida occulta,3,http://purl.obolibrary.org/obo/HP_0005857,Cervical spina bifida,3
Q057,Lumbar spina bifida without hydrocephalus,http://purl.obolibrary.org/obo/MONDO_0000859,spina bifida occulta,3,http://purl.obolibrary.org/obo/HP_0005857,Cervical spina bifida,3
Q058,Sacral spina bifida without hydrocephalus,http://purl.obolibrary.org/obo/MONDO_0000859,spina bifida occulta,3,http://purl.obolibrary.org/obo/HP_0005857,Cervical spina bifida,3
Q059,"Spina bifida, unspecified",http://purl.obolibrary.org/obo/HP_0002414,Spina bifida,2,http://purl.obolibrary.org/obo/HP_0002414,Spina bifida,2
Q06,Other congenital malformations of spinal cord,http://purl.obolibrary.org/obo/MONDO_0001275,meningioma (disease) of spinal cord,3,http://purl.obolibrary.org/obo/HP_0012486,Inflammation of spinal cord,3
Q060,Amyelia,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0100566,Amyelia,0
Q061,Hypoplasia and dysplasia of spinal cord,http://purl.obolibrary.org/obo/MONDO_0001275,meningioma (disease) of spinal cord,3,http://purl.obolibrary.org/obo/HP_0012486,Inflammation of spinal cord,3
Q062,Diastematomyelia,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0000001,All,1
Q063,Other congenital cauda equina malformations,http://purl.obolibrary.org/obo/MONDO_0003164,cauda equina neoplasm,3,http://purl.obolibrary.org/obo/HP_0000130,Uterine malformations,4
Q064,Hydromyelia,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0100565,Hydromyelia,0
Q068,Other specified congenital malformations of spinal cord,http://purl.obolibrary.org/obo/MONDO_0001275,meningioma (disease) of spinal cord,4,http://purl.obolibrary.org/obo/HP_0012486,Inflammation of spinal cord,4
Q069,"Congenital malformation of spinal cord, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3
Q07,Other congenital malformations of nervous system,http://purl.obolibrary.org/obo/MAXO_0001419,therapeutic procedure of nervous system,3,http://purl.obolibrary.org/obo/HP_0012639,Abnormal shape of nervous system,3
Q070,Arnold-Chiari syndrome,http://purl.obolibrary.org/obo/MONDO_0000107,auriculocondylar syndrome,1,http://purl.obolibrary.org/obo/HP_0000100,Nephrotic syndrome,1
Q0700,Arnold-Chiari syndrome without spina bifida or hydrocephalus,http://purl.obolibrary.org/obo/MONDO_0000686,alexia syndrome without agraphia,5,http://purl.obolibrary.org/obo/HP_0005857,Cervical spina bifida,5
Q0701,Arnold-Chiari syndrome with spina bifida,http://purl.obolibrary.org/obo/MONDO_0005928,postphlebetic syndrome with inflammation,3,http://purl.obolibrary.org/obo/HP_0005857,Cervical spina bifida,3
Q0702,Arnold-Chiari syndrome with hydrocephalus,http://purl.obolibrary.org/obo/MONDO_0005928,postphlebetic syndrome with inflammation,2,http://purl.obolibrary.org/obo/HP_0000019,Difficulty with flow,3
Q0703,Arnold-Chiari syndrome with spina bifida and hydrocephalus,http://purl.obolibrary.org/obo/MONDO_0005928,postphlebetic syndrome with ulcer and inflammation,4,http://purl.obolibrary.org/obo/HP_0005857,Cervical spina bifida,5
Q078,Other specified congenital malformations of nervous system,http://purl.obolibrary.org/obo/MAXO_0001419,therapeutic procedure of nervous system,4,http://purl.obolibrary.org/obo/HP_0012639,Abnormal shape of nervous system,4
Q079,"Congenital malformation of nervous system, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3,http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,3
Q10,"Congenital malformations of eyelid, lacrimal apparatus and orbit",http://purl.obolibrary.org/obo/MONDO_0001854,disease of lacrimal apparatus,5,http://purl.obolibrary.org/obo/HP_0000620,Infection of the lacrimal sac,6
Q100,Congenital ptosis,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0007970,Congenital ptosis,0
Q101,Congenital ectropion,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,1
Q102,Congenital entropion,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,1
Q103,Other congenital malformations of eyelid,http://purl.obolibrary.org/obo/CL_1000391,melanocyte of eyelid,3,http://purl.obolibrary.org/obo/HP_0000643,Involuntary closure of eyelid,3
Q104,Absence and agenesis of lacrimal apparatus,http://purl.obolibrary.org/obo/MONDO_0001854,disease of lacrimal apparatus,3,http://purl.obolibrary.org/obo/HP_0000198,Absence of Stensen duct,4
Q105,Congenital stenosis and stricture of lacrimal duct,http://purl.obolibrary.org/obo/MONDO_0001580,malignant neoplasm of lacrimal duct,4,http://purl.obolibrary.org/obo/HP_0000198,Absence of Stensen duct,5
Q106,Other congenital malformations of lacrimal apparatus,http://purl.obolibrary.org/obo/MONDO_0001854,disease of lacrimal apparatus,3,http://purl.obolibrary.org/obo/HP_0001092,Aplasia of lacrimal puncta,4
Q107,Congenital malformation of orbit,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q11,"Anophthalmos, microphthalmos and macrophthalmos",http://purl.obolibrary.org/obo/CHEBI_36360,phosphorus oxoacids and derivatives,3,http://purl.obolibrary.org/obo/HP_0000972,Thick palms and soles,3
Q110,Cystic eyeball,http://identifiers.org/hgnc/10001,RGS5,2,http://purl.obolibrary.org/obo/HP_0000107,Cystic kidneys,1
Q111,Other anophthalmos,http://purl.obolibrary.org/obo/MONDO_0004993,Other carcinoma,1,http://purl.obolibrary.org/obo/HP_0000001,All,2
Q112,Microphthalmos,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0000568,Microphthalmos,0
Q113,Macrophthalmos,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0000001,All,1
Q12,Congenital lens malformations,http://purl.obolibrary.org/obo/CL_0002222,vertebrate lens cell,2,http://purl.obolibrary.org/obo/HP_0000130,Uterine malformations,2
Q120,Congenital cataract,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,0
Q121,Congenital displaced lens,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0000518,Cloudy lens,2
Q122,Coloboma of lens,http://purl.obolibrary.org/obo/MONDO_0001271,subluxation of lens,1,http://purl.obolibrary.org/obo/HP_0000567,Coloboma of choroid,1
Q123,Congenital aphakia,http://purl.obolibrary.org/obo/HP_0007707,Congenital aphakia,0,http://purl.obolibrary.org/obo/HP_0007707,Congenital aphakia,0
Q124,Spherophakia,http://identifiers.org/hgnc/10001,RGS5,1,http://purl.obolibrary.org/obo/HP_0034375,Spherophakia,0
Q128,Other congenital lens malformations,http://purl.obolibrary.org/obo/CL_0002222,vertebrate lens cell,3,http://purl.obolibrary.org/obo/HP_0000130,Uterine malformations,3
Q129,"Congenital lens malformation, unspecified",http://purl.obolibrary.org/obo/CL_0002222,vertebrate lens cell,3,http://purl.obolibrary.org/obo/HP_0000517,Abnormal lens morphology,3
Q13,Congenital malformations of anterior segment of eye,http://purl.obolibrary.org/obo/CL_1000444,mesothelial cell of anterior chamber of eye,3,http://purl.obolibrary.org/obo/HP_0000520,Anterior bulging of the globe of eye,4
Q130,Coloboma of iris,http://purl.obolibrary.org/obo/MONDO_0002289,disease of iris,1,http://purl.obolibrary.org/obo/HP_0000612,Coloboma of iris,0
Q131,Absence of iris,http://purl.obolibrary.org/obo/MONDO_0002289,disease of iris,1,http://purl.obolibrary.org/obo/HP_0000528,Absence of eyeballs,1
Q132,Other congenital malformations of iris,http://purl.obolibrary.org/obo/MONDO_0000839,congenital anomalies of fetus,3,http://purl.obolibrary.org/obo/HP_0000612,Coloboma of iris,3
Q133,Congenital corneal opacity,http://purl.obolibrary.org/obo/HP_0000776,Congenital diaphragmatic hernia,2,http://purl.obolibrary.org/obo/HP_0008011,Peripheral corneal opacity,1
Q134,Other congenital corneal malformations,http://purl.obolibrary.org/obo/HP_0001120,Abnormality of corneal size,3,http://purl.obolibrary.org/obo/HP_0000130,Uterine malformations,3
Q135,Blue sclera,http://purl.obolibrary.org/obo/HP_0000592,Blue sclerae,1,http://purl.obolibrary.org/obo/HP_0000592,Blue sclera,0
Q138,Other congenital malformations of anterior segment of eye,http://purl.obolibrary.org/obo/CL_1000444,mesothelial cell of anterior chamber of eye,4,http://purl.obolibrary.org/obo/HP_0000520,Anterior bulging of the globe of eye,5
Q1381,Rieger's anomaly,http://purl.obolibrary.org/obo/MONDO_0019187,Rieger's anomaly,0,http://purl.obolibrary.org/obo/HP_0000077,Renal anomaly,1
Q1389,Other congenital malformations of anterior segment of eye,http://purl.obolibrary.org/obo/CL_1000444,mesothelial cell of anterior chamber of eye,4,http://purl.obolibrary.org/obo/HP_0000520,Anterior bulging of the globe of eye,5
Q139,"Congenital malformation of anterior segment of eye, unspecified",http://purl.obolibrary.org/obo/CL_1000444,mesothelial cell of anterior chamber of eye,5,http://purl.obolibrary.org/obo/HP_0004328,Abnormality of the anterior segment of the eye,5
Q14,Congenital malformations of posterior segment of eye,http://purl.obolibrary.org/obo/CL_1000444,mesothelial cell of anterior chamber of eye,4,http://purl.obolibrary.org/obo/HP_0000520,Anterior bulging of the globe of eye,4
Q140,Congenital malformation of vitreous humor,http://purl.obolibrary.org/obo/MAXO_0001433,therapeutic procedure of vitreous humor,2,http://purl.obolibrary.org/obo/HP_0000377,Minor malformation of the auricles,3
Q141,Congenital malformation of retina,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q142,Congenital malformation of optic disc,http://purl.obolibrary.org/obo/MONDO_0001746,drusen of optic disc,2,http://purl.obolibrary.org/obo/HP_0000377,Minor malformation of the auricles,3
Q143,Congenital malformation of choroid,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,2,http://purl.obolibrary.org/obo/HP_0000567,Coloboma of choroid,2
Q148,Other congenital malformations of posterior segment of eye,http://purl.obolibrary.org/obo/CL_1000444,mesothelial cell of anterior chamber of eye,5,http://purl.obolibrary.org/obo/HP_0000520,Anterior bulging of the globe of eye,5
Q149,"Congenital malformation of posterior segment of eye, unspecified",http://purl.obolibrary.org/obo/HP_0011603,Congenital malformation of the great arteries,5,http://purl.obolibrary.org/obo/HP_0004329,Abnormal morphology of the posterior segment of the globe,5
Q15,Other congenital malformations of eye,http://purl.obolibrary.org/obo/MONDO_0000839,congenital anomalies of fetus,3,http://purl.obolibrary.org/obo/HP_0000528,Missing globe of eye,3
Q150,Congenital glaucoma,http://purl.obolibrary.org/obo/HP_0003577,Congenital onset,1,http://purl.obolibrary.org/obo/HP_0000519,Congenital cataract,1
Q158,Other specified congenital malformations of eye,http://purl.obolibrary.org/obo/MONDO_0000839,congenital anomalies of fetus,4,http://purl.obolibrary.org/obo/HP_0000528,Missing globe of eye,4
Q159,"Congenital malformation of eye, unspecified",http://purl.obolibrary.org/obo/HP_0001491,Congenital fibrosis of extraocular muscles,3,http://purl.obolibrary.org/obo/HP_0000377,Minor malformation of the auricles,3
Q16,Congenital malformations of ear causing impairment of hearing,http://purl.obolibrary.org/obo/MONDO_0008314,"pronation-supination of the forearm, impairment of",5,http://purl.obolibrary.org/obo/HP_0007506,Congenital absence of skin of limbs,5
Q160,Congenital absence of (ear) auricle,http://purl.obolibrary.org/obo/HP_0012421,Congenital absence of foreskin,2,http://purl.obolibrary.org/obo/HP_0001057,Congenital absence of skin,2
Q161,"Congenital absence, atresia and stricture of auditory canal (external)",http://purl.obolibrary.org/obo/MONDO_0001863,atresia and stenosis of aorta,6,http://purl.obolibrary.org/obo/HP_0040101,Cutaneous atresia of the external auditory canal,6
Q162,Absence of eustachian tube,http://purl.obolibrary.org/obo/MONDO_0004866,disease of eustachian tube,1,http://purl.obolibrary.org/obo/HP_0000198,Absence of Stensen duct,2
