icd10_id,icd10_lbl,mondo/hbo urls,mondo/hpo labels
Q246,Congenital heart block,"['http://purl.obolibrary.org/obo/MONDO_0009326', 'http://purl.obolibrary.org/obo/MONDO_0000468', 'http://purl.obolibrary.org/obo/HP_0001709']","['congenital heart block', 'third-degree atrioventricular block', 'Third degree atrioventricular block']"
Q248,Other specified congenital malformations of heart,"['http://purl.obolibrary.org/obo/MONDO_0010753', 'http://purl.obolibrary.org/obo/HP_0011682', 'http://purl.obolibrary.org/obo/MONDO_0017866', 'http://purl.obolibrary.org/obo/HP_0001640', 'http://purl.obolibrary.org/obo/MONDO_0017300', 'http://purl.obolibrary.org/obo/MONDO_0015449', 'http://purl.obolibrary.org/obo/HP_0011724', 'http://purl.obolibrary.org/obo/HP_0001707', 'http://purl.obolibrary.org/obo/MONDO_0022357', 'http://purl.obolibrary.org/obo/MONDO_0016522', 'http://purl.obolibrary.org/obo/MONDO_0018151', 'http://purl.obolibrary.org/obo/HP_0011571', 'http://purl.obolibrary.org/obo/MONDO_0004675', 'http://purl.obolibrary.org/obo/MONDO_0018664', 'http://purl.obolibrary.org/obo/HP_0001683', 'http://purl.obolibrary.org/obo/MONDO_0020064', 'http://purl.obolibrary.org/obo/HP_0005134', 'http://purl.obolibrary.org/obo/MONDO_0016460', 'http://purl.obolibrary.org/obo/MONDO_0019807', 'http://purl.obolibrary.org/obo/HP_0011599', 'http://purl.obolibrary.org/obo/HP_0001750', 'http://purl.obolibrary.org/obo/MONDO_0008922', 'http://purl.obolibrary.org/obo/MONDO_0019506', 'http://purl.obolibrary.org/obo/HP_0001693', 'http://purl.obolibrary.org/obo/HP_0011629', 'http://purl.obolibrary.org/obo/HP_0030718', 'http://purl.obolibrary.org/obo/HP_0011644', 'http://purl.obolibrary.org/obo/HP_0012383', 'http://purl.obolibrary.org/obo/MONDO_0020404', 'http://purl.obolibrary.org/obo/MONDO_0007702', 'http://purl.obolibrary.org/obo/HP_0011103', 'http://purl.obolibrary.org/obo/HP_0000085', 'http://purl.obolibrary.org/obo/HP_0005765', 'http://purl.obolibrary.org/obo/MONDO_0019078', 'http://purl.obolibrary.org/obo/HP_0002009', 'http://purl.obolibrary.org/obo/MONDO_0018470', 'http://purl.obolibrary.org/obo/HP_0000104', 'http://purl.obolibrary.org/obo/MONDO_0009205', 'http://purl.obolibrary.org/obo/HP_0011662', 'http://purl.obolibrary.org/obo/HP_0000776', 'http://purl.obolibrary.org/obo/MONDO_0015284', 'http://purl.obolibrary.org/obo/MONDO_0011050', 'http://purl.obolibrary.org/obo/HP_0011556']","['cardiac valvular dysplasia, X-linked', 'Perimembranous ventricular septal defect', 'subpulmonary stenosis', 'Cardiomegaly', 'congenital pericardium anomaly', 'criss-cross heart', ""Uhl's anomaly"", 'Abnormal right ventricle morphology', 'congenital acardia', 'Kousseff syndrome', 'coenzyme Q10 deficiency', 'Parachute mitral valve', 'mitochondrial encephalomyopathy', 'ectopia cordis', 'Ectopia cordis', 'pulmonary valve agenesis', 'Absence of the pulmonary valve', 'polyvalvular heart disease syndrome', 'mesocardia', 'Mesocardia', 'Single ventricle', 'Sengers syndrome', 'obesity-colitis-hypothyroidism-cardiac hypertrophy-developmental delay syndrome', 'Cardiac shunt', 'Total absence of the pericardium', 'Right atrial enlargement', 'Coronary sinus diverticulum', 'Bidirectional shunt', 'shone complex', 'heart-hand syndrome type 3', 'Abnormal left ventricular outflow tract morphology', 'Horseshoe kidney', 'Sacral meningocele', 'Ritscher-Schinzel syndrome', 'Potter facies', 'renal agenesis', 'Renal agenesis', 'faciocardiorenal syndrome', 'Tricuspid atresia', 'Congenital diaphragmatic hernia', 'heart-hand syndrome type 2', 'microcephaly-cardiac defect-lung malsegmentation syndrome', 'Double inlet right ventricle']"
Q249,"Congenital malformation of heart, unspecified","['http://purl.obolibrary.org/obo/HP_0000961', 'http://purl.obolibrary.org/obo/MONDO_0020110', 'http://purl.obolibrary.org/obo/MONDO_0017315', 'http://purl.obolibrary.org/obo/MONDO_0010765', 'http://purl.obolibrary.org/obo/HP_0002594', 'http://purl.obolibrary.org/obo/MONDO_0012155', 'http://purl.obolibrary.org/obo/HP_0000453', 'http://purl.obolibrary.org/obo/MONDO_0009900', 'http://purl.obolibrary.org/obo/HP_0100257', 'http://purl.obolibrary.org/obo/HP_0000133', 'http://purl.obolibrary.org/obo/HP_0011552', 'http://purl.obolibrary.org/obo/MONDO_0017152', 'http://purl.obolibrary.org/obo/MONDO_0019153', 'http://purl.obolibrary.org/obo/HP_0000465', 'http://purl.obolibrary.org/obo/MONDO_0018677', 'http://purl.obolibrary.org/obo/HP_0030853', 'http://purl.obolibrary.org/obo/MONDO_0005453', 'http://purl.obolibrary.org/obo/HP_0001627', 'http://purl.obolibrary.org/obo/MONDO_0009583', 'http://purl.obolibrary.org/obo/MONDO_0018043', 'http://purl.obolibrary.org/obo/MONDO_0011243', 'http://purl.obolibrary.org/obo/HP_0003422', 'http://purl.obolibrary.org/obo/MONDO_0009036', 'http://purl.obolibrary.org/obo/MONDO_0015230', 'http://purl.obolibrary.org/obo/HP_0011802', 'http://purl.obolibrary.org/obo/MONDO_0010039', 'http://purl.obolibrary.org/obo/MONDO_0011116', 'http://purl.obolibrary.org/obo/MONDO_0009367', 'http://purl.obolibrary.org/obo/MONDO_0008991', 'http://purl.obolibrary.org/obo/MONDO_0014609', 'http://purl.obolibrary.org/obo/MONDO_0009859', 'http://purl.obolibrary.org/obo/MONDO_0001298', 'http://purl.obolibrary.org/obo/MONDO_0019944', 'http://purl.obolibrary.org/obo/MONDO_0013053', 'http://purl.obolibrary.org/obo/MONDO_0008917', 'http://purl.obolibrary.org/obo/HP_0200048', 'http://purl.obolibrary.org/obo/MONDO_0008857', 'http://purl.obolibrary.org/obo/MONDO_0015280', 'http://purl.obolibrary.org/obo/MONDO_0011008', 'http://purl.obolibrary.org/obo/MONDO_0010221', 'http://purl.obolibrary.org/obo/MONDO_0008005', 'http://purl.obolibrary.org/obo/MONDO_0021651', 'http://purl.obolibrary.org/obo/MONDO_0010802', 'http://purl.obolibrary.org/obo/MONDO_0014044', 'http://purl.obolibrary.org/obo/MONDO_0012417']","['Cyanosis', 'pulmonary agenesis', 'short stature-webbed neck-heart disease syndrome', '46,XY complete gonadal dysgenesis', 'Pancreatic hypoplasia', 'choanal atresia', 'Choanal atresia', 'polysyndactyly-cardiac malformation syndrome', 'Ectrodactyly', 'Gonadal dysgenesis', 'Ambiguous atrioventricular connection', 'obsolete pulmonary arterial hypertension associated with congenital heart disease', 'brain malformation-congenital heart disease-postaxial polydactyly syndrome', 'Webbed neck', 'visceral heterotaxy', 'Heterotaxy', 'congenital heart disease', 'Abnormal heart morphology', 'blepharophimosis - intellectual disability syndrome, Ohdo type', 'Thomas syndrome', 'grange syndrome', 'Vertebral segmentation defect', 'cardiocranial syndrome, Pfeiffer type', 'anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome', 'Hamartoma of tongue', 'congenital heart defect-round face-developmental delay syndrome', 'lung agenesis-heart defect-thumb anomalies syndrome', 'McKusick-Kaufman syndrome', 'Verloove Vanhorick-Brubakk syndrome', 'cognitive impairment - coarse facies - heart defects - obesity - pulmonary involvement - short stature - skeletal dysplasia syndrome', 'PHAVER syndrome', 'congenital mitral valve insufficiency', 'Eisenmenger syndrome', 'microcephaly-facio-cardio-skeletal syndrome, Hadziselimovic type', 'heart defects-limb shortening syndrome', 'Cyanotic episode', 'Beemer-Ertbruggen syndrome', 'cardiofaciocutaneous syndrome', 'cleft lip/palate-intestinal malrotation-cardiopathy syndrome', 'CHIME syndrome', 'cardiospondylocarpofacial syndrome', 'synpolydactyly', 'pancreatic hypoplasia-diabetes-congenital heart disease syndrome', 'dysmorphism-conductive hearing loss-heart defect syndrome', 'heart-hand syndrome, Slovenian type']"
Q250,Patent ductus arteriosus,"['http://purl.obolibrary.org/obo/MONDO_0011827', 'http://purl.obolibrary.org/obo/HP_0001643', 'http://purl.obolibrary.org/obo/HP_0011650', 'http://purl.obolibrary.org/obo/MONDO_0020064', 'http://purl.obolibrary.org/obo/HP_0005134', 'http://purl.obolibrary.org/obo/MONDO_0020412', 'http://purl.obolibrary.org/obo/MONDO_0008209', 'http://purl.obolibrary.org/obo/HP_0030745']","['patent ductus arteriosus', 'Patent ductus arteriosus', 'Bilateral ductus arteriosus', 'pulmonary valve agenesis', 'Absence of the pulmonary valve', 'congenital patent ductus arteriosus aneurysm', 'Char syndrome', 'Dilatation of the ductus arteriosus']"
Q251,Coarctation of aorta,"['http://purl.obolibrary.org/obo/MONDO_0007345', 'http://purl.obolibrary.org/obo/HP_0001680', 'http://purl.obolibrary.org/obo/MONDO_0006656', 'http://purl.obolibrary.org/obo/HP_0011571', 'http://purl.obolibrary.org/obo/MONDO_0020404', 'http://purl.obolibrary.org/obo/HP_0005151', 'http://purl.obolibrary.org/obo/HP_0011647', 'http://purl.obolibrary.org/obo/MONDO_0043576']","['aorta coarctation', 'Coarctation of aorta', 'aortitis', 'Parachute mitral valve', 'shone complex', 'Preductal coarctation of the aorta', 'Postductal coarctation of the aorta', 'endarteritis']"
Q252,Atresia of aorta,['http://purl.obolibrary.org/obo/MONDO_0001863'],['aorta atresia']
Q2521,Interruption of aortic arch,"['http://purl.obolibrary.org/obo/MONDO_0016581', 'http://purl.obolibrary.org/obo/HP_0011611', 'http://purl.obolibrary.org/obo/HP_0011647', 'http://purl.obolibrary.org/obo/HP_0011612', 'http://purl.obolibrary.org/obo/HP_0011614']","['conotruncal heart malformations', 'Interrupted aortic arch', 'Postductal coarctation of the aorta', 'Interrupted aortic arch type A', 'Interrupted aortic arch type C']"
Q2529,Other atresia of aorta,"['http://purl.obolibrary.org/obo/HP_0012304', 'http://purl.obolibrary.org/obo/MONDO_0001863']","['Hypoplastic aortic arch', 'aorta atresia']"
Q253,Supravalvular aortic stenosis,"['http://purl.obolibrary.org/obo/HP_0011647', 'http://purl.obolibrary.org/obo/MONDO_0001863', 'http://purl.obolibrary.org/obo/MONDO_0017735', 'http://purl.obolibrary.org/obo/MONDO_0008504', 'http://purl.obolibrary.org/obo/HP_0004381', 'http://purl.obolibrary.org/obo/HP_0005151']","['Postductal coarctation of the aorta', 'aorta atresia', 'congenital aortic valve stenosis', 'supravalvular aortic stenosis', 'Supravalvular aortic stenosis', 'Preductal coarctation of the aorta']"
Q254,Other congenital malformations of aorta,"['http://purl.obolibrary.org/obo/HP_0011612', 'http://purl.obolibrary.org/obo/HP_0011613', 'http://purl.obolibrary.org/obo/MONDO_0019625', 'http://purl.obolibrary.org/obo/HP_0005295', 'http://purl.obolibrary.org/obo/HP_0011588', 'http://purl.obolibrary.org/obo/MONDO_0020413', 'http://purl.obolibrary.org/obo/HP_0012303', 'http://purl.obolibrary.org/obo/HP_0002623', 'http://purl.obolibrary.org/obo/HP_0011614', 'http://purl.obolibrary.org/obo/MONDO_0015197', 'http://purl.obolibrary.org/obo/HP_0011645', 'http://purl.obolibrary.org/obo/HP_0010775', 'http://purl.obolibrary.org/obo/MONDO_0020415', 'http://purl.obolibrary.org/obo/HP_0011593', 'http://purl.obolibrary.org/obo/HP_0012304', 'http://purl.obolibrary.org/obo/MONDO_0020416', 'http://purl.obolibrary.org/obo/HP_0004970', 'http://purl.obolibrary.org/obo/MONDO_0020417', 'http://purl.obolibrary.org/obo/HP_0012020', 'http://purl.obolibrary.org/obo/HP_0011590', 'http://purl.obolibrary.org/obo/MONDO_0016581', 'http://purl.obolibrary.org/obo/HP_0011611']","['Interrupted aortic arch type A', 'Interrupted aortic arch type B', 'familial thoracic aortic aneurysm and aortic dissection', 'Pseudocoarctation of the aorta', 'Cervical aortic arch', 'encircling double aortic arch', 'Abnormal aortic arch morphology', 'Overriding aorta', 'Interrupted aortic arch type C', 'aneurysm of sinus of Valsalva', 'Dilatation of the sinus of Valsalva', 'Vascular ring', 'Kommerell diverticulum', 'Left aortic arch with retroesophageal diverticulum of Kommerell', 'Hypoplastic aortic arch', 'Neuhauser anomaly', 'Ascending tubular aorta aneurysm', 'right aortic arch', 'Right aortic arch', 'Double aortic arch', 'conotruncal heart malformations', 'Interrupted aortic arch']"
Q2540,Congenital malformation of aorta unspecified,"['http://purl.obolibrary.org/obo/MONDO_0018089', 'http://purl.obolibrary.org/obo/MONDO_0020417', 'http://purl.obolibrary.org/obo/HP_0012020']","['double outlet right ventricle', 'right aortic arch', 'Right aortic arch']"
Q2542,Hypoplasia of aorta,"['http://purl.obolibrary.org/obo/HP_0012304', 'http://purl.obolibrary.org/obo/HP_0005151']","['Hypoplastic aortic arch', 'Preductal coarctation of the aorta']"
Q2543,Congenital aneurysm of aorta,"['http://purl.obolibrary.org/obo/MONDO_0019625', 'http://purl.obolibrary.org/obo/MONDO_0015197', 'http://purl.obolibrary.org/obo/HP_0011645']","['familial thoracic aortic aneurysm and aortic dissection', 'aneurysm of sinus of Valsalva', 'Dilatation of the sinus of Valsalva']"
Q2545,Double aortic arch,"['http://purl.obolibrary.org/obo/MONDO_0020413', 'http://purl.obolibrary.org/obo/HP_0012304', 'http://purl.obolibrary.org/obo/HP_0011590']","['encircling double aortic arch', 'Hypoplastic aortic arch', 'Double aortic arch']"
Q2547,Right aortic arch,"['http://purl.obolibrary.org/obo/MONDO_0020417', 'http://purl.obolibrary.org/obo/HP_0012020', 'http://purl.obolibrary.org/obo/MONDO_0018089']","['right aortic arch', 'Right aortic arch', 'double outlet right ventricle']"
Q2549,Other congenital malformations of aorta,"['http://purl.obolibrary.org/obo/HP_0005151', 'http://purl.obolibrary.org/obo/HP_0011589', 'http://purl.obolibrary.org/obo/HP_0010882', 'http://purl.obolibrary.org/obo/MONDO_0016581', 'http://purl.obolibrary.org/obo/HP_0011611', 'http://purl.obolibrary.org/obo/HP_0002623', 'http://purl.obolibrary.org/obo/MONDO_0018089', 'http://purl.obolibrary.org/obo/MONDO_0021727', 'http://purl.obolibrary.org/obo/HP_0011588', 'http://purl.obolibrary.org/obo/HP_0005295', 'http://purl.obolibrary.org/obo/HP_0010775', 'http://purl.obolibrary.org/obo/HP_0012303', 'http://purl.obolibrary.org/obo/HP_0011613', 'http://purl.obolibrary.org/obo/MONDO_0020415', 'http://purl.obolibrary.org/obo/HP_0011593', 'http://purl.obolibrary.org/obo/MONDO_0020416']","['Preductal coarctation of the aorta', 'Common origin of the right brachiocephalic artery and left common carotid artery', 'Pulmonary valve atresia', 'conotruncal heart malformations', 'Interrupted aortic arch', 'Overriding aorta', 'double outlet right ventricle', 'aberrant subclavian artery', 'Cervical aortic arch', 'Pseudocoarctation of the aorta', 'Vascular ring', 'Abnormal aortic arch morphology', 'Interrupted aortic arch type B', 'Kommerell diverticulum', 'Left aortic arch with retroesophageal diverticulum of Kommerell', 'Neuhauser anomaly']"
Q255,Atresia of pulmonary artery,"['http://purl.obolibrary.org/obo/HP_0010882', 'http://purl.obolibrary.org/obo/HP_0004935', 'http://purl.obolibrary.org/obo/MONDO_0020007', 'http://purl.obolibrary.org/obo/HP_0004960', 'http://purl.obolibrary.org/obo/HP_0010882', 'http://purl.obolibrary.org/obo/HP_0004935', 'http://purl.obolibrary.org/obo/MONDO_0008343', 'http://purl.obolibrary.org/obo/MONDO_0009931']","['Pulmonary valve atresia', 'Pulmonary artery atresia', 'absence of the pulmonary artery', 'Absent pulmonary artery', 'Pulmonary valve atresia', 'Pulmonary artery atresia', 'pulmonary atresia with ventricular septal defect', 'pulmonary atresia-intact ventricular septum syndrome']"
Q256,Stenosis of pulmonary artery,"['http://purl.obolibrary.org/obo/HP_0004415', 'http://purl.obolibrary.org/obo/HP_0004969', 'http://purl.obolibrary.org/obo/MONDO_0017866', 'http://purl.obolibrary.org/obo/MONDO_0007032', 'http://purl.obolibrary.org/obo/HP_0004392', 'http://purl.obolibrary.org/obo/MONDO_0009913', 'http://purl.obolibrary.org/obo/MONDO_0009939', 'http://purl.obolibrary.org/obo/MONDO_0013640', 'http://purl.obolibrary.org/obo/MONDO_0008672']","['Pulmonary artery stenosis', 'Peripheral pulmonary artery stenosis', 'subpulmonary stenosis', 'prune belly syndrome', 'Prune belly', 'prune belly syndrome with pulmonic stenosis, intellectual disability, and deafness', 'pulmonic stenosis and congenital nephrosis', 'familial retinal arterial macroaneurysm', 'Watson syndrome']"
Q257,Other congenital malformations of pulmonary artery,"['http://purl.obolibrary.org/obo/HP_0004935', 'http://purl.obolibrary.org/obo/MONDO_0015239', 'http://purl.obolibrary.org/obo/MONDO_0009930', 'http://purl.obolibrary.org/obo/HP_0004414', 'http://purl.obolibrary.org/obo/HP_0011661', 'http://purl.obolibrary.org/obo/HP_0005143', 'http://purl.obolibrary.org/obo/MONDO_0020007', 'http://purl.obolibrary.org/obo/HP_0004960', 'http://purl.obolibrary.org/obo/MONDO_0020419', 'http://purl.obolibrary.org/obo/HP_0004971']","['Pulmonary artery atresia', 'abnormal origin of the pulmonary artery', 'obsolete pulmonary arteriovenous malformation', 'Abnormality of the pulmonary artery', 'Anomalous origin of left pulmonary artery from ascending aorta', 'Anomalous origin of right pulmonary artery from ascending aorta', 'absence of the pulmonary artery', 'Absent pulmonary artery', 'pulmonary artery hypoplasia', 'Pulmonary artery hypoplasia']"
Q2572,Congenital pulmonary arteriovenous malformation,"['http://purl.obolibrary.org/obo/HP_0004937', 'http://purl.obolibrary.org/obo/MONDO_0017152', 'http://purl.obolibrary.org/obo/HP_0004927']","['Pulmonary artery aneurysm', 'obsolete pulmonary arterial hypertension associated with congenital heart disease', 'Pulmonary artery dilatation']"
Q2579,Other congenital malformations of pulmonary artery,"['http://purl.obolibrary.org/obo/MONDO_0015239', 'http://purl.obolibrary.org/obo/HP_0010882', 'http://purl.obolibrary.org/obo/MONDO_0020007', 'http://purl.obolibrary.org/obo/HP_0004960', 'http://purl.obolibrary.org/obo/HP_0011661', 'http://purl.obolibrary.org/obo/HP_0004927', 'http://purl.obolibrary.org/obo/HP_0004414', 'http://purl.obolibrary.org/obo/HP_0012516', 'http://purl.obolibrary.org/obo/HP_0004935', 'http://purl.obolibrary.org/obo/MONDO_0020419', 'http://purl.obolibrary.org/obo/HP_0004971', 'http://purl.obolibrary.org/obo/HP_0005143', 'http://purl.obolibrary.org/obo/MONDO_0008542', 'http://purl.obolibrary.org/obo/HP_0001636', 'http://purl.obolibrary.org/obo/MONDO_0008343']","['abnormal origin of the pulmonary artery', 'Pulmonary valve atresia', 'absence of the pulmonary artery', 'Absent pulmonary artery', 'Anomalous origin of left pulmonary artery from ascending aorta', 'Pulmonary artery dilatation', 'Abnormality of the pulmonary artery', 'Tetralogy of Fallot with pulmonary atresia', 'Pulmonary artery atresia', 'pulmonary artery hypoplasia', 'Pulmonary artery hypoplasia', 'Anomalous origin of right pulmonary artery from ascending aorta', 'tetralogy of fallot', 'Tetralogy of Fallot', 'pulmonary atresia with ventricular septal defect']"
